"wbregion","year","intervention","regimen","x50q30"
"Middle East and North Africa",2031,"Scenario 2","Aspirin",0.495023429079146
"Middle East and North Africa",2031,"Scenario 2","No aspirin",0.496856800217937
"Middle East and North Africa",2031,"Scenario 3","Aspirin",0.491037814373652
"Middle East and North Africa",2031,"Scenario 3","No aspirin",0.493478877531206
"Middle East and North Africa",2031,"Scenario 4","Aspirin",0.48705241727525
"Middle East and North Africa",2031,"Scenario 4","No aspirin",0.490098951154508
"Middle East and North Africa",2032,"Current care","Aspirin",0.49932121949517
"Middle East and North Africa",2032,"Current care","No aspirin",0.49932121949517
"Middle East and North Africa",2032,"Scenario 1","Aspirin",0.491668775739558
"Middle East and North Africa",2032,"Scenario 1","No aspirin",0.493734495978583
"Middle East and North Africa",2032,"Scenario 2","Aspirin",0.491507705410339
"Middle East and North Africa",2032,"Scenario 2","No aspirin",0.493594984393689
"Middle East and North Africa",2032,"Scenario 3","Aspirin",0.487007557493888
"Middle East and North Africa",2032,"Scenario 3","No aspirin",0.489784994065562
"Middle East and North Africa",2032,"Scenario 4","Aspirin",0.48251002326116
"Middle East and North Africa",2032,"Scenario 4","No aspirin",0.485974021233406
"Middle East and North Africa",2033,"Current care","Aspirin",0.496819426538893
"Middle East and North Africa",2033,"Current care","No aspirin",0.496819426538893
"Middle East and North Africa",2033,"Scenario 1","Aspirin",0.488357043672886
"Middle East and North Africa",2033,"Scenario 1","No aspirin",0.490670033892256
"Middle East and North Africa",2033,"Scenario 2","Aspirin",0.488099500051052
"Middle East and North Africa",2033,"Scenario 2","No aspirin",0.490446868993561
"Middle East and North Africa",2033,"Scenario 3","Aspirin",0.483075802894767
"Middle East and North Africa",2033,"Scenario 3","No aspirin",0.486197321948599
"Middle East and North Africa",2033,"Scenario 4","Aspirin",0.478057951273175
"Middle East and North Africa",2033,"Scenario 4","No aspirin",0.481948276173949
"Middle East and North Africa",2034,"Current care","Aspirin",0.494320993144285
"Middle East and North Africa",2034,"Current care","No aspirin",0.494320993144285
"Middle East and North Africa",2034,"Scenario 1","Aspirin",0.485051397748313
"Middle East and North Africa",2034,"Scenario 1","No aspirin",0.487614816423746
"Middle East and North Africa",2034,"Scenario 2","Aspirin",0.4846833324445
"Middle East and North Africa",2034,"Scenario 2","No aspirin",0.487295724088149
"Middle East and North Africa",2034,"Scenario 3","Aspirin",0.479129304308318
"Middle East and North Africa",2034,"Scenario 3","No aspirin",0.482600903905974
"Middle East and North Africa",2034,"Scenario 4","Aspirin",0.473585291256214
"Middle East and North Africa",2034,"Scenario 4","No aspirin",0.477908589732822
"Middle East and North Africa",2035,"Current care","Aspirin",0.491834964585003
"Middle East and North Africa",2035,"Current care","No aspirin",0.491834964585003
"Middle East and North Africa",2035,"Scenario 1","Aspirin",0.481800876582313
"Middle East and North Africa",2035,"Scenario 1","No aspirin",0.48461256207516
"Middle East and North Africa",2035,"Scenario 2","Aspirin",0.481268382947999
"Middle East and North Africa",2035,"Scenario 2","No aspirin",0.484150326929263
"Middle East and North Africa",2035,"Scenario 3","Aspirin",0.475177718948426
"Middle East and North Africa",2035,"Scenario 3","No aspirin",0.479004807858222
"Middle East and North Africa",2035,"Scenario 4","Aspirin",0.469102287465932
"Middle East and North Africa",2035,"Scenario 4","No aspirin",0.473864382093132
"Middle East and North Africa",2036,"Current care","Aspirin",0.489380033962412
"Middle East and North Africa",2036,"Current care","No aspirin",0.489380033962412
"Middle East and North Africa",2036,"Scenario 1","Aspirin",0.478611509696317
"Middle East and North Africa",2036,"Scenario 1","No aspirin",0.481672368256705
"Middle East and North Africa",2036,"Scenario 2","Aspirin",0.477872673224154
"Middle East and North Africa",2036,"Scenario 2","No aspirin",0.48102881653735
"Middle East and North Africa",2036,"Scenario 3","Aspirin",0.471238654075613
"Middle East and North Africa",2036,"Scenario 3","No aspirin",0.475426717866535
"Middle East and North Africa",2036,"Scenario 4","Aspirin",0.464626297117638
"Middle East and North Africa",2036,"Scenario 4","No aspirin",0.469832980400859
"Middle East and North Africa",2037,"Current care","Aspirin",0.487045779993375
"Middle East and North Africa",2037,"Current care","No aspirin",0.487045779993375
"Middle East and North Africa",2037,"Scenario 1","Aspirin",0.475814353502247
"Middle East and North Africa",2037,"Scenario 1","No aspirin",0.479092190444585
"Middle East and North Africa",2037,"Scenario 2","Aspirin",0.47458857322153
"Middle East and North Africa",2037,"Scenario 2","No aspirin",0.478022958177798
"Middle East and North Africa",2037,"Scenario 3","Aspirin",0.467405323403183
"Middle East and North Africa",2037,"Scenario 3","No aspirin",0.471959041866058
"Middle East and North Africa",2037,"Scenario 4","Aspirin",0.460251405792783
"Middle East and North Africa",2037,"Scenario 4","No aspirin",0.465907436769548
"Middle East and North Africa",2038,"Current care","Aspirin",0.484750762967684
"Middle East and North Africa",2038,"Current care","No aspirin",0.484750762967684
"Middle East and North Africa",2038,"Scenario 1","Aspirin",0.473307014116863
"Middle East and North Africa",2038,"Scenario 1","No aspirin",0.476772137404807
"Middle East and North Africa",2038,"Scenario 2","Aspirin",0.471340308627464
"Middle East and North Africa",2038,"Scenario 2","No aspirin",0.47505526923151
"Middle East and North Africa",2038,"Scenario 3","Aspirin",0.463605110773722
"Middle East and North Africa",2038,"Scenario 3","No aspirin",0.468526859756957
"Middle East and North Africa",2038,"Scenario 4","Aspirin",0.455908227970363
"Middle East and North Africa",2038,"Scenario 4","No aspirin",0.462015428725096
"Middle East and North Africa",2039,"Current care","Aspirin",0.482362387052081
"Middle East and North Africa",2039,"Current care","No aspirin",0.482362387052081
"Middle East and North Africa",2039,"Scenario 1","Aspirin",0.470710901038724
"Middle East and North Africa",2039,"Scenario 1","No aspirin",0.474367765415299
"Middle East and North Africa",2039,"Scenario 2","Aspirin",0.467989585594748
"Middle East and North Africa",2039,"Scenario 2","No aspirin",0.471985962097794
"Middle East and North Africa",2039,"Scenario 3","Aspirin",0.459702799398703
"Middle East and North Africa",2039,"Scenario 3","No aspirin",0.464992707731135
"Middle East and North Africa",2039,"Scenario 4","Aspirin",0.451464851299776
"Middle East and North Africa",2039,"Scenario 4","No aspirin",0.458022112873566
"Middle East and North Africa",2040,"Current care","Aspirin",0.479836260008361
"Middle East and North Africa",2040,"Current care","No aspirin",0.479836260008361
"Middle East and North Africa",2040,"Scenario 1","Aspirin",0.467965867140898
"Middle East and North Africa",2040,"Scenario 1","No aspirin",0.471821433161179
"Middle East and North Africa",2040,"Scenario 2","Aspirin",0.464494507319155
"Middle East and North Africa",2040,"Scenario 2","No aspirin",0.468773809141014
"Middle East and North Africa",2040,"Scenario 3","Aspirin",0.455664981052195
"Middle East and North Africa",2040,"Scenario 3","No aspirin",0.461321267904083
"Middle East and North Africa",2040,"Scenario 4","Aspirin",0.446881460969023
"Middle East and North Africa",2040,"Scenario 4","No aspirin",0.453886311763256
"Middle East and North Africa",2041,"Current care","Aspirin",0.477252751945804
"Middle East and North Africa",2041,"Current care","No aspirin",0.477252751945804
"Middle East and North Africa",2041,"Scenario 1","Aspirin",0.465161018919462
"Middle East and North Africa",2041,"Scenario 1","No aspirin",0.469225866829803
"Middle East and North Africa",2041,"Scenario 2","Aspirin",0.460939488776375
"Middle East and North Africa",2041,"Scenario 2","No aspirin",0.465505334991214
"Middle East and North Africa",2041,"Scenario 3","Aspirin",0.451569100389885
"Middle East and North Africa",2041,"Scenario 3","No aspirin",0.45759264545063
"Middle East and North Africa",2041,"Scenario 4","Aspirin",0.442233969865492
"Middle East and North Africa",2041,"Scenario 4","No aspirin",0.449686722058424
"Middle East and North Africa",2042,"Current care","Aspirin",0.474832310592046
"Middle East and North Africa",2042,"Current care","No aspirin",0.474832310592046
"Middle East and North Africa",2042,"Scenario 1","Aspirin",0.462531019573118
"Middle East and North Africa",2042,"Scenario 1","No aspirin",0.466807388630612
"Middle East and North Africa",2042,"Scenario 2","Aspirin",0.457549630707507
"Middle East and North Africa",2042,"Scenario 2","No aspirin",0.462404449885575
"Middle East and North Africa",2042,"Scenario 3","Aspirin",0.447634414879793
"Middle East and North Africa",2042,"Scenario 3","No aspirin",0.45402667283055
"Middle East and North Africa",2042,"Scenario 4","Aspirin",0.437753897020848
"Middle East and North Africa",2042,"Scenario 4","No aspirin",0.445654016971751
"Middle East and North Africa",2043,"Current care","Aspirin",0.472516233387835
"Middle East and North Africa",2043,"Current care","No aspirin",0.472516233387835
"Middle East and North Africa",2043,"Scenario 1","Aspirin",0.46002555257857
"Middle East and North Africa",2043,"Scenario 1","No aspirin",0.464512047102756
"Middle East and North Africa",2043,"Scenario 2","Aspirin",0.454270658392873
"Middle East and North Africa",2043,"Scenario 2","No aspirin",0.459413623858861
"Middle East and North Africa",2043,"Scenario 3","Aspirin",0.443807138025903
"Middle East and North Africa",2043,"Scenario 3","No aspirin",0.450567633458411
"Middle East and North Africa",2043,"Scenario 4","Aspirin",0.433389673467445
"Middle East and North Africa",2043,"Scenario 4","No aspirin",0.441734348899805
"Middle East and North Africa",2044,"Current care","Aspirin",0.470210931716834
"Middle East and North Africa",2044,"Current care","No aspirin",0.470210931716834
"Middle East and North Africa",2044,"Scenario 1","Aspirin",0.457552785992529
"Middle East and North Africa",2044,"Scenario 1","No aspirin",0.462244216256598
"Middle East and North Africa",2044,"Scenario 2","Aspirin",0.450973865913118
"Middle East and North Africa",2044,"Scenario 2","No aspirin",0.456403379819966
"Middle East and North Africa",2044,"Scenario 3","Aspirin",0.439963927603674
"Middle East and North Africa",2044,"Scenario 3","No aspirin",0.447090523490303
"Middle East and North Africa",2044,"Scenario 4","Aspirin",0.429008911415462
"Middle East and North Africa",2044,"Scenario 4","No aspirin",0.437794522722708
"Middle East and North Africa",2045,"Current care","Aspirin",0.467922398938496
"Middle East and North Africa",2045,"Current care","No aspirin",0.467922398938496
"Middle East and North Africa",2045,"Scenario 1","Aspirin",0.455114786734015
"Middle East and North Africa",2045,"Scenario 1","No aspirin",0.460009783575958
"Middle East and North Africa",2045,"Scenario 2","Aspirin",0.447639480740513
"Middle East and North Africa",2045,"Scenario 2","No aspirin",0.453355172841572
"Middle East and North Africa",2045,"Scenario 3","Aspirin",0.436191038494793
"Middle East and North Africa",2045,"Scenario 3","No aspirin",0.443668915755531
"Middle East and North Africa",2045,"Scenario 4","Aspirin",0.424594319259122
"Middle East and North Africa",2045,"Scenario 4","No aspirin",0.433816885032846
"Middle East and North Africa",2046,"Current care","Aspirin",0.465751351216936
"Middle East and North Africa",2046,"Current care","No aspirin",0.465751351216936
"Middle East and North Africa",2046,"Scenario 1","Aspirin",0.452851578438632
"Middle East and North Africa",2046,"Scenario 1","No aspirin",0.457970651533396
"Middle East and North Africa",2046,"Scenario 2","Aspirin",0.44438035802236
"Middle East and North Africa",2046,"Scenario 2","No aspirin",0.450386277491557
"Middle East and North Africa",2046,"Scenario 3","Aspirin",0.432507263612806
"Middle East and North Africa",2046,"Scenario 3","No aspirin",0.440336124308155
"Middle East and North Africa",2046,"Scenario 4","Aspirin",0.420401116617724
"Middle East and North Africa",2046,"Scenario 4","No aspirin",0.430043145163681
"Middle East and North Africa",2047,"Current care","Aspirin",0.463969406699572
"Middle East and North Africa",2047,"Current care","No aspirin",0.463969406699572
"Middle East and North Africa",2047,"Scenario 1","Aspirin",0.451040954342832
"Middle East and North Africa",2047,"Scenario 1","No aspirin",0.456371148340998
"Middle East and North Africa",2047,"Scenario 2","Aspirin",0.44149178397642
"Middle East and North Africa",2047,"Scenario 2","No aspirin",0.447798829774414
"Middle East and North Africa",2047,"Scenario 3","Aspirin",0.429218039923677
"Middle East and North Africa",2047,"Scenario 3","No aspirin",0.437398005043468
"Middle East and North Africa",2047,"Scenario 4","Aspirin",0.416587261323845
"Middle East and North Africa",2047,"Scenario 4","No aspirin",0.426649702912419
"Middle East and North Africa",2048,"Current care","Aspirin",0.462443465814699
"Middle East and North Africa",2048,"Current care","No aspirin",0.462443465814699
"Middle East and North Africa",2048,"Scenario 1","Aspirin",0.449555703486401
"Middle East and North Africa",2048,"Scenario 1","No aspirin",0.45507429011567
"Middle East and North Africa",2048,"Scenario 2","Aspirin",0.438865252181725
"Middle East and North Africa",2048,"Scenario 2","No aspirin",0.445478628592814
"Middle East and North Africa",2048,"Scenario 3","Aspirin",0.426199660808143
"Middle East and North Africa",2048,"Scenario 3","No aspirin",0.434731040514152
"Middle East and North Africa",2048,"Scenario 4","Aspirin",0.413074914321249
"Middle East and North Africa",2048,"Scenario 4","No aspirin",0.423553368059212
"Middle East and North Africa",2049,"Current care","Aspirin",0.460938563099263
"Middle East and North Africa",2049,"Current care","No aspirin",0.460938563099263
"Middle East and North Africa",2049,"Scenario 1","Aspirin",0.448157296546822
"Middle East and North Africa",2049,"Scenario 1","No aspirin",0.453842030828549
"Middle East and North Africa",2049,"Scenario 2","Aspirin",0.436282121561229
"Middle East and North Africa",2049,"Scenario 2","No aspirin",0.443201633252593
"Middle East and North Africa",2049,"Scenario 3","Aspirin",0.423209867615698
"Middle East and North Africa",2049,"Scenario 3","No aspirin",0.432091296061492
"Middle East and North Africa",2049,"Scenario 4","Aspirin",0.409601437492967
"Middle East and North Africa",2049,"Scenario 4","No aspirin",0.42049234620041
"Middle East and North Africa",2050,"Current care","Aspirin",0.459302459200833
"Middle East and North Africa",2050,"Current care","No aspirin",0.459302459200833
"Middle East and North Africa",2050,"Scenario 1","Aspirin",0.446689362598612
"Middle East and North Africa",2050,"Scenario 1","No aspirin",0.452519991562892
"Middle East and North Africa",2050,"Scenario 2","Aspirin",0.433606753063865
"Middle East and North Africa",2050,"Scenario 2","No aspirin",0.440824274414459
"Middle East and North Africa",2050,"Scenario 3","Aspirin",0.420105752476217
"Middle East and North Africa",2050,"Scenario 3","No aspirin",0.429337823034286
"Middle East and North Africa",2050,"Scenario 4","Aspirin",0.406024649506145
"Middle East and North Africa",2050,"Scenario 4","No aspirin",0.417325999720176
"North America",2017,"Current care","Aspirin",0.403573097808879
"North America",2017,"Current care","No aspirin",0.403573097808879
"North America",2017,"Scenario 1","Aspirin",0.403573097808879
"North America",2017,"Scenario 1","No aspirin",0.403573097808879
"North America",2017,"Scenario 2","Aspirin",0.403573097808879
"North America",2017,"Scenario 2","No aspirin",0.403573097808879
"North America",2017,"Scenario 3","Aspirin",0.403573097808879
"North America",2017,"Scenario 3","No aspirin",0.403573097808879
"North America",2017,"Scenario 4","Aspirin",0.403573097808879
"North America",2017,"Scenario 4","No aspirin",0.403573097808879
"North America",2018,"Current care","Aspirin",0.380500731525427
"North America",2018,"Current care","No aspirin",0.380500731525427
"North America",2018,"Scenario 1","Aspirin",0.380500731525427
"North America",2018,"Scenario 1","No aspirin",0.380500731525427
"North America",2018,"Scenario 2","Aspirin",0.380500731525427
"North America",2018,"Scenario 2","No aspirin",0.380500731525427
"North America",2018,"Scenario 3","Aspirin",0.380500731525427
"North America",2018,"Scenario 3","No aspirin",0.380500731525427
"North America",2018,"Scenario 4","Aspirin",0.380500731525427
"North America",2018,"Scenario 4","No aspirin",0.380500731525427
"North America",2019,"Current care","Aspirin",0.380284843955911
"North America",2019,"Current care","No aspirin",0.380284843955911
"North America",2019,"Scenario 1","Aspirin",0.380284843955911
"North America",2019,"Scenario 1","No aspirin",0.380284843955911
"North America",2019,"Scenario 2","Aspirin",0.380284843955911
"North America",2019,"Scenario 2","No aspirin",0.380284843955911
"North America",2019,"Scenario 3","Aspirin",0.380284843955911
"North America",2019,"Scenario 3","No aspirin",0.380284843955911
"North America",2019,"Scenario 4","Aspirin",0.380284843955911
"North America",2019,"Scenario 4","No aspirin",0.380284843955911
"North America",2020,"Current care","Aspirin",0.407089249971769
"North America",2020,"Current care","No aspirin",0.407089249971769
"North America",2020,"Scenario 1","Aspirin",0.407089249971769
"North America",2020,"Scenario 1","No aspirin",0.407089249971769
"North America",2020,"Scenario 2","Aspirin",0.407089249971769
"North America",2020,"Scenario 2","No aspirin",0.407089249971769
"North America",2020,"Scenario 3","Aspirin",0.407089249971769
"North America",2020,"Scenario 3","No aspirin",0.407089249971769
"North America",2020,"Scenario 4","Aspirin",0.407089249971769
"North America",2020,"Scenario 4","No aspirin",0.407089249971769
"North America",2021,"Current care","Aspirin",0.427380102799852
"North America",2021,"Current care","No aspirin",0.427380102799852
"North America",2021,"Scenario 1","Aspirin",0.427380102799852
"North America",2021,"Scenario 1","No aspirin",0.427380102799852
"North America",2021,"Scenario 2","Aspirin",0.427380102799852
"North America",2021,"Scenario 2","No aspirin",0.427380102799852
"North America",2021,"Scenario 3","Aspirin",0.427380102799852
"North America",2021,"Scenario 3","No aspirin",0.427380102799852
"North America",2021,"Scenario 4","Aspirin",0.427380102799852
"North America",2021,"Scenario 4","No aspirin",0.427380102799852
"North America",2022,"Current care","Aspirin",0.377255364924007
"North America",2022,"Current care","No aspirin",0.377255364924007
"North America",2022,"Scenario 1","Aspirin",0.377255364924007
"North America",2022,"Scenario 1","No aspirin",0.377255364924007
"North America",2022,"Scenario 2","Aspirin",0.377255364924007
"North America",2022,"Scenario 2","No aspirin",0.377255364924007
"North America",2022,"Scenario 3","Aspirin",0.377255364924007
"North America",2022,"Scenario 3","No aspirin",0.377255364924007
"North America",2022,"Scenario 4","Aspirin",0.377255364924007
"North America",2022,"Scenario 4","No aspirin",0.377255364924007
"North America",2023,"Current care","Aspirin",0.375529900576376
"North America",2023,"Current care","No aspirin",0.375529900576376
"North America",2023,"Scenario 1","Aspirin",0.375299643425489
"North America",2023,"Scenario 1","No aspirin",0.375349629881001
"North America",2023,"Scenario 2","Aspirin",0.375299643425489
"North America",2023,"Scenario 2","No aspirin",0.375349629881001
"North America",2023,"Scenario 3","Aspirin",0.375177171192662
"North America",2023,"Scenario 3","No aspirin",0.375243663574678
"North America",2023,"Scenario 4","Aspirin",0.375053738947351
"North America",2023,"Scenario 4","No aspirin",0.375136869409239
"North America",2024,"Current care","Aspirin",0.37462115224977
"North America",2024,"Current care","No aspirin",0.37462115224977
"North America",2024,"Scenario 1","Aspirin",0.374144712556973
"North America",2024,"Scenario 1","No aspirin",0.374250903503102
"North America",2024,"Scenario 2","Aspirin",0.374144712556973
"North America",2024,"Scenario 2","No aspirin",0.374250903503102
"North America",2024,"Scenario 3","Aspirin",0.373891289161076
"North America",2024,"Scenario 3","No aspirin",0.374032517136193
"North America",2024,"Scenario 4","Aspirin",0.373635898712715
"North America",2024,"Scenario 4","No aspirin",0.373812429170068
"North America",2025,"Current care","Aspirin",0.373233794858272
"North America",2025,"Current care","No aspirin",0.373233794858272
"North America",2025,"Scenario 1","Aspirin",0.372561512851195
"North America",2025,"Scenario 1","No aspirin",0.372720699479274
"North America",2025,"Scenario 2","Aspirin",0.372497251580407
"North America",2025,"Scenario 2","No aspirin",0.3726650867659
"North America",2025,"Scenario 3","Aspirin",0.372105624016665
"North America",2025,"Scenario 3","No aspirin",0.372328727040061
"North America",2025,"Scenario 4","Aspirin",0.371711082455585
"North America",2025,"Scenario 4","No aspirin",0.371989816180884
"North America",2026,"Current care","Aspirin",0.373089386094652
"North America",2026,"Current care","No aspirin",0.373089386094652
"North America",2026,"Scenario 1","Aspirin",0.372434383668975
"North America",2026,"Scenario 1","No aspirin",0.372618849938297
"North America",2026,"Scenario 2","Aspirin",0.372055526603994
"North America",2026,"Scenario 2","No aspirin",0.37229089216317
"North America",2026,"Scenario 3","Aspirin",0.37151684601113
"North America",2026,"Scenario 3","No aspirin",0.371829504274839
"North America",2026,"Scenario 4","Aspirin",0.370974460659115
"North America",2026,"Scenario 4","No aspirin",0.371364803534007
"North America",2027,"Current care","Aspirin",0.372077703195906
"North America",2027,"Current care","No aspirin",0.372077703195906
"North America",2027,"Scenario 1","Aspirin",0.371419749470285
"North America",2027,"Scenario 1","No aspirin",0.371634429501148
"North America",2027,"Scenario 2","Aspirin",0.37073423593396
"North America",2027,"Scenario 2","No aspirin",0.371040806624367
"North America",2027,"Scenario 3","Aspirin",0.370044415519803
"North America",2027,"Scenario 3","No aspirin",0.370451306127815
"North America",2027,"Scenario 4","Aspirin",0.369350319288896
"North America",2027,"Scenario 4","No aspirin",0.369857856627211
"North America",2028,"Current care","Aspirin",0.370850945953035
"North America",2028,"Current care","No aspirin",0.370850945953035
"North America",2028,"Scenario 1","Aspirin",0.370170407626905
"North America",2028,"Scenario 1","No aspirin",0.370420595413283
"North America",2028,"Scenario 2","Aspirin",0.369190327222235
"North America",2028,"Scenario 2","No aspirin",0.369571508553245
"North America",2028,"Scenario 3","Aspirin",0.36834543057863
"North America",2028,"Scenario 3","No aspirin",0.368850829834982
"North America",2028,"Scenario 4","Aspirin",0.367495979362492
"North America",2028,"Scenario 4","No aspirin",0.368125739281652
"North America",2029,"Current care","Aspirin",0.370039461440163
"North America",2029,"Current care","No aspirin",0.370039461440163
"North America",2029,"Scenario 1","Aspirin",0.369316919382753
"North America",2029,"Scenario 1","No aspirin",0.369607902641704
"North America",2029,"Scenario 2","Aspirin",0.368051112577239
"North America",2029,"Scenario 2","No aspirin",0.368510682795811
"North America",2029,"Scenario 3","Aspirin",0.367045902257452
"North America",2029,"Scenario 3","No aspirin",0.367654552310428
"North America",2029,"Scenario 4","Aspirin",0.366036226333425
"North America",2029,"Scenario 4","No aspirin",0.366793772165784
"North America",2030,"Current care","Aspirin",0.368505985935726
"North America",2030,"Current care","No aspirin",0.368505985935726
"North America",2030,"Scenario 1","Aspirin",0.3677282908627
"North America",2030,"Scenario 1","No aspirin",0.368063509322177
"North America",2030,"Scenario 2","Aspirin",0.366189188598905
"North America",2030,"Scenario 2","No aspirin",0.366728548708677
"North America",2030,"Scenario 3","Aspirin",0.365023355267897
"North America",2030,"Scenario 3","No aspirin",0.365736800027292
"North America",2030,"Scenario 4","Aspirin",0.363853541642695
"North America",2030,"Scenario 4","No aspirin",0.36474040448393
"North America",2031,"Current care","Aspirin",0.367581636529363
"North America",2031,"Current care","No aspirin",0.367581636529363
"North America",2031,"Scenario 1","Aspirin",0.366685339388227
"North America",2031,"Scenario 1","No aspirin",0.367069262789135
"North America",2031,"Scenario 2","Aspirin",0.364877377278514
"North America",2031,"Scenario 2","No aspirin",0.36549999434477
"North America",2031,"Scenario 3","Aspirin",0.363545621066845
"North America",2031,"Scenario 3","No aspirin",0.3643681340795
"North America",2031,"Scenario 4","Aspirin",0.362210818258551
"North America",2031,"Scenario 4","No aspirin",0.363231903158098
"North America",2032,"Current care","Aspirin",0.366972494712592
"North America",2032,"Current care","No aspirin",0.366972494712592
"North America",2032,"Scenario 1","Aspirin",0.365898271340332
"North America",2032,"Scenario 1","No aspirin",0.36633474630835
"North America",2032,"Scenario 2","Aspirin",0.3638267076409
"North America",2032,"Scenario 2","No aspirin",0.364535274324857
"North America",2032,"Scenario 3","Aspirin",0.362325416149637
"North America",2032,"Scenario 3","No aspirin",0.363260204294381
"North America",2032,"Scenario 4","Aspirin",0.360822481316079
"North America",2032,"Scenario 4","No aspirin",0.36198132037932
"North America",2033,"Current care","Aspirin",0.366310153460596
"North America",2033,"Current care","No aspirin",0.366310153460596
"North America",2033,"Scenario 1","Aspirin",0.365050862596853
"North America",2033,"Scenario 1","No aspirin",0.365542958051139
"North America",2033,"Scenario 2","Aspirin",0.362721062313363
"North America",2033,"Scenario 2","No aspirin",0.363517451975399
"North America",2033,"Scenario 3","Aspirin",0.361048143625748
"North America",2033,"Scenario 3","No aspirin",0.362097327376839
"North America",2033,"Scenario 4","Aspirin",0.359375452652353
"North America",2033,"Scenario 4","No aspirin",0.360674172954779
"North America",2034,"Current care","Aspirin",0.36581896881535
"North America",2034,"Current care","No aspirin",0.36581896881535
"North America",2034,"Scenario 1","Aspirin",0.364366275204921
"North America",2034,"Scenario 1","No aspirin",0.36491724174548
"North America",2034,"Scenario 2","Aspirin",0.361781008425705
"North America",2034,"Scenario 2","No aspirin",0.362667600749036
"North America",2034,"Scenario 3","Aspirin",0.359933471976076
"North America",2034,"Scenario 3","No aspirin",0.361100110632138
"North America",2034,"Scenario 4","Aspirin",0.358087647153787
"North America",2034,"Scenario 4","No aspirin",0.359529175011652
"North America",2035,"Current care","Aspirin",0.364593562055652
"North America",2035,"Current care","No aspirin",0.364593562055652
"North America",2035,"Scenario 1","Aspirin",0.362946590119152
"North America",2035,"Scenario 1","No aspirin",0.3635571517456
"North America",2035,"Scenario 2","Aspirin",0.360116497967779
"North America",2035,"Scenario 2","No aspirin",0.361092098281304
"North America",2035,"Scenario 3","Aspirin",0.358098711885228
"North America",2035,"Scenario 3","No aspirin",0.359380954222437
"North America",2035,"Scenario 4","Aspirin",0.356083647056796
"North America",2035,"Scenario 4","No aspirin",0.357664996200835
"North America",2036,"Current care","Aspirin",0.363761683669447
"North America",2036,"Current care","No aspirin",0.363761683669447
"North America",2036,"Scenario 1","Aspirin",0.361916518704658
"North America",2036,"Scenario 1","No aspirin",0.362589189279445
"North America",2036,"Scenario 2","Aspirin",0.358837214888257
"North America",2036,"Scenario 2","No aspirin",0.359904367785978
"North America",2036,"Scenario 3","Aspirin",0.356645773473266
"North America",2036,"Scenario 3","No aspirin",0.358048150672512
"North America",2036,"Scenario 4","Aspirin",0.354457320568114
"North America",2036,"Scenario 4","No aspirin",0.35618151643275
"North America",2037,"Current care","Aspirin",0.363221614567516
"North America",2037,"Current care","No aspirin",0.363221614567516
"North America",2037,"Scenario 1","Aspirin",0.361208826885851
"North America",2037,"Scenario 1","No aspirin",0.361941247739864
"North America",2037,"Scenario 2","Aspirin",0.357839959640949
"North America",2037,"Scenario 2","No aspirin",0.35900094116886
"North America",2037,"Scenario 3","Aspirin",0.355474207618278
"North America",2037,"Scenario 3","No aspirin",0.35699838766444
"North America",2037,"Scenario 4","Aspirin",0.353107738995842
"North America",2037,"Scenario 4","No aspirin",0.354977236690705
"North America",2038,"Current care","Aspirin",0.362609872459742
"North America",2038,"Current care","No aspirin",0.362609872459742
"North America",2038,"Scenario 1","Aspirin",0.360425546445291
"North America",2038,"Scenario 1","No aspirin",0.361219592755951
"North America",2038,"Scenario 2","Aspirin",0.356772473242194
"North America",2038,"Scenario 2","No aspirin",0.35802779991928
"North America",2038,"Scenario 3","Aspirin",0.354458455156008
"North America",2038,"Scenario 3","No aspirin",0.356078227372652
"North America",2038,"Scenario 4","Aspirin",0.351690098997516
"North America",2038,"Scenario 4","No aspirin",0.353704478589385
"North America",2039,"Current care","Aspirin",0.362019781326302
"North America",2039,"Current care","No aspirin",0.362019781326302
"North America",2039,"Scenario 1","Aspirin",0.359658609517084
"North America",2039,"Scenario 1","No aspirin",0.360516808713859
"North America",2039,"Scenario 2","Aspirin",0.355724400135142
"North America",2039,"Scenario 2","No aspirin",0.357075467278764
"North America",2039,"Scenario 3","Aspirin",0.353652026156401
"North America",2039,"Scenario 3","No aspirin",0.35535296913081
"North America",2039,"Scenario 4","Aspirin",0.350292077983354
"North America",2039,"Scenario 4","No aspirin",0.352452827042026
"North America",2040,"Current care","Aspirin",0.360735074935978
"North America",2040,"Current care","No aspirin",0.360735074935978
"North America",2040,"Scenario 1","Aspirin",0.358201675008825
"North America",2040,"Scenario 1","No aspirin",0.359123940797215
"North America",2040,"Scenario 2","Aspirin",0.353999705250365
"North America",2040,"Scenario 2","No aspirin",0.355443932844022
"North America",2040,"Scenario 3","Aspirin",0.352173308809257
"North America",2040,"Scenario 3","No aspirin",0.353974759730905
"North America",2040,"Scenario 4","Aspirin",0.348392455130456
"North America",2040,"Scenario 4","No aspirin",0.350674339395867
"North America",2041,"Current care","Aspirin",0.359858014805202
"North America",2041,"Current care","No aspirin",0.359858014805202
"North America",2041,"Scenario 1","Aspirin",0.357144304621601
"North America",2041,"Scenario 1","No aspirin",0.358132601779335
"North America",2041,"Scenario 2","Aspirin",0.352671666803642
"North America",2041,"Scenario 2","No aspirin",0.354210762301098
"North America",2041,"Scenario 3","Aspirin",0.351128229393036
